"X.OG" "GENE_NAME" "human" "human.1" "cow" "cow.1" "cow.2" "marmoset" "marmoset.1" "dog" "armadillo" "gorilla" "gorilla.1" "musMusculus" "musMusculus.1" "musMusculus.2" "musMusculus.3" "musMusculus.4" "musMusculus.5" "musSpretus" "musSpretus.1" "musSpretus.2" "musCaroli" "musCaroli.1" "musCaroli.2" "musCaroli.3" "opossum" "opossum.1" "opossum.2" "ferret" "rabbit" "chimp" "chimp.1" "bonobo" "bonobo.1" "orangutan" "orangutan.1" "rhesus" "rhesus.1" "rhesus.2" "rhesus.3" "rhesus.4" "rat" "rat.1" "rat.2"
"OG13634" "OG13634" "IST1" 19.27 15.6 22.33 31.38 18.94 26.51 14.25 20.95 9.36 19.1 17.5 16.69 18.76 19.38 21.3 18.75 13.15 9.68 11.22 10.54 10.45 23.73 9.28 14.92 15.67 14.65 11.57 7.05 13.15 NA NA NA NA 20.6 21.95 10.38 12.85 16.19 15.53 17.03 10.3 7.87 7.13
"OG13635" "OG13635" "ERCC6L2" 2.98 1.51 7.2 5.96 3.63 0.81 0.45 5.79 1.83 1.14 0.82 3.51 5.71 4.38 4.81 3.27 4.54 1.82 2.07 1.99 1.97 2.08 1.47 2.1 0.54 0.37 0.59 4.59 6.36 NA NA NA NA 1.25 1 1.08 3.19 4.53 5.29 5.56 2.57 2.2 2.39
"OG13637" "OG13637" "ENPP7" 9.83 5.93 0 0 0 0.08 0.06 0 0.16 2.26 5.38 0 0 0 0 0 0.01 0 0 0 0 0 0.14 0 0 0 0 0 0 0.56 1.65 0.09 3.66 10.88 5.12 0.4 0.61 0.11 0.01 0.59 0 0 0
"OG13638" "OG13638" "CREB3L2" 3.74 2.35 3.01 10.05 7.08 3.77 0.9 10 4.74 7.23 5.32 4.8 7.18 6.05 6.49 5.13 1.64 2.13 2.19 2.49 3.82 5 7.39 6.26 4.94 4.38 7.13 7.43 11.96 4.75 3.82 6.09 5.61 9.08 5.26 5.85 8.32 3.32 2.21 5.5 5.61 12.02 11.97
"OG13639" "OG13639" "P2RY8" 0.57 0.37 0.19 0.05 0.73 0.05 0.09 0.07 NA 0.78 0.28 NA NA NA NA NA NA NA NA NA NA NA NA NA 0.11 0 0.1 2.44 0.36 0.31 0.15 0.87 0.25 0.57 1.02 0.65 0.79 0.05 0.05 0.16 NA NA NA
"OG13640" "OG13640" "UNC5C" 0.06 0.09 0.44 1.09 0.2 0.28 0.12 0.12 0 0.18 0.1 0.05 0 0.04 0.02 0 0 0 0.03 0 0 0.34 0.07 0.02 0.36 0.63 0.15 0.1 0.19 0.2 0.13 0.26 0.13 0.17 0.2 0.04 0.05 0 0.02 0.04 0.04 0 0.02
"OG13642" "OG13642" "TSEN54" 7.04 5.28 3.91 6.4 12.16 7.43 7.84 7.11 8.28 5.37 3.78 5.07 4.88 2.36 4.26 3.41 3.1 2.99 2.98 4.93 4.62 7.38 6.19 9.42 3.23 2.94 2.73 3.39 13.91 3.88 2.74 3.5 4.91 4.17 4.62 10.09 6.15 7.7 7.03 5.37 3.01 2.53 3.74
"OG13643" "OG13643" "RGMA" 0.13 0.06 0.04 0 0.14 3.78 5.46 0.21 0.11 0.32 0.36 0.17 0.36 0.19 0.05 0.06 0.01 0.18 0 0.22 0.31 0.01 0.54 0.04 0.37 0.25 0.2 0.14 0.31 0.52 0.11 0.03 0.02 NA NA 0.49 0.25 0.1 0.06 0.04 0.38 0.18 0.21
"OG13645" "OG13645" "UBA7" 15.12 18.05 5.78 11.43 7.59 16.47 17.23 10.06 1.63 18.86 14.54 8.83 5.91 8.35 5.22 7 2.84 3.4 3.83 4.91 7.28 4.74 5.27 4.38 2.57 1.94 1.36 21.84 12.96 6.91 9.88 9.82 5.94 7.18 2.85 10.75 7.6 6.6 3.19 6.89 3.81 4.29 4.48
"OG13648" "OG13648" "RAD51B" 0.39 0.32 1.6 2.56 0.88 0.41 0.47 0.75 0.4 NA NA 0 0 0.09 0.02 0.02 0.01 0.11 0.26 0.12 0.26 0.36 0.12 0.48 0 0.07 0.03 0.8 0.42 0.27 0.54 0.1 0.41 1.05 0.8 0.51 1.17 0.38 0.32 0.53 0.14 0.07 0
"OG13650" "OG13650" "EXT1" 26.12 6.6 19.14 17.12 17.6 36.19 31.36 36.99 27.52 NA NA 9.09 7.79 9.26 8.99 8.59 7.9 7.36 8.53 8.02 8.94 12.88 7.09 9.02 11.41 16.22 12.47 19.17 13.09 11.49 11.95 21.5 68.25 26.33 66.96 32.27 42.97 22.91 20.71 23.65 7.64 7.74 6.52
"OG13652" "OG13652" "MOB2" 13.14 6.67 3.15 2.99 10.98 NA NA 6.44 4.19 12.92 12.79 11.13 10.55 12.38 12.92 11.88 9.68 7.07 10.5 9.92 8.1 14.01 5.98 11.2 3.09 3.12 1.32 6.4 5.08 8.19 10.85 18.64 23.21 4.44 6.62 15.37 11.57 6.39 6.5 4.26 7.64 6.63 7.96
"OG13653" "OG13653" "HHIPL1" 0.19 0.13 5.17 3.48 18.69 0.07 0.04 4.53 0.37 1.04 0.5 0.42 0 0.25 0.15 0.14 0.04 0.22 0.08 0.19 0.08 0.08 0.33 0.15 2.16 2.06 0.95 9.81 0.21 0.31 0.26 0.26 0.43 0.2 0.12 0.42 0.6 0.1 0.17 0.31 0.24 0.46 0.76
"OG13657" "OG13657" "BACE2" 1.39 0.98 9.09 12.17 9.85 2.93 1.36 1.69 0.52 7.5 3.19 1.59 1.83 1.82 1.4 1.64 0.94 0.51 0.68 0.79 0.79 0.84 0.51 0.9 0.11 0.21 0.08 8.55 5.26 3.26 3.49 3.24 3.29 1.77 3.01 2.61 4.08 7.58 6.25 16.43 1.03 1.85 1.55
"OG13658" "OG13658" "UBE2E2" 6.81 4.01 4.03 2.41 4.55 NA NA 2.67 1.1 NA NA 20.53 10.4 30.18 7.85 7.48 9.63 9.84 8.2 12.11 10.54 11.38 17.4 11.53 31 16.33 7.15 6.5 NA NA NA NA NA 3.2 2.18 9.24 11.04 7.58 6.05 11.43 10.28 5.44 8.75
"OG13659" "OG13659" "SYNM" 2.35 0.77 1.52 4 2.16 7.12 4.46 1.01 0.78 7.02 4.59 0.43 0.16 0.21 0.2 0.15 0.12 0.26 0.21 0.18 0.15 0.49 0.47 0.6 0.01 0.25 0.07 6.81 0.22 2.06 1.67 3.56 1.01 5.12 1.73 0.42 2.21 0.36 0.91 0.74 1.11 3.25 1.42
"OG1366" "OG1366" "ARAF" 35.37 29.89 19.9 35.3 43.43 46.93 31.98 29.56 14.8 28.89 34.11 33.84 36.6 36.4 34.07 35.12 21.93 28.71 26.85 43.41 45.33 32.7 33.01 30.16 15.09 14.25 4.12 28.68 19.36 20.02 29.19 72.55 36.39 8.65 7.3 47.98 28.7 19.11 16.48 17.94 26.43 26.89 32.42
"OG13660" "OG13660" "KCNA4" 0 0 0.32 0.66 0.07 0 0.04 0.07 0 0.02 0 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0.04 NA 0.03 0 0 0 0 0 0 0 0 0 0 0.01 0 0
"OG13663" "OG13663" "NLRP10" 0 0 NA NA NA 0 0 0 NA 0 0 0.01 0 0.04 0.01 0.03 0.07 0 0 0.02 0.05 0.05 0.02 0.03 0 0 0 0.02 0 0.04 0 0 0 NA NA NA NA NA NA NA 0.01 0.01 0.01
"OG13664" "OG13664" "FIGN" 0.6 0.28 1.55 1.82 1.8 0.68 0.26 0.95 0.16 1.85 1.41 0.76 0.21 0.96 0.38 0.81 0.4 0.78 0.8 1.92 2.01 0.28 0.66 0.56 4.38 2.08 2.08 2.49 2.31 1.16 0.76 0.9 0.47 1.19 0.3 0.77 0.49 0.47 0.28 0.55 0.74 1.03 0.76
"OG13666" "OG13666" "TMIGD1" 0 0 0 0 0 0 0.15 0 0 0 0 0.07 0.22 0.08 0.03 0.06 0.01 0 0 0 0 0.17 0 0 0 0 0 0.16 0.08 0 0 0 0 0.34 0.25 0.51 0.77 1.14 1.5 0.98 0.01 0 0.02
"OG1367" "OG1367" "MCCC1" 14.98 17.16 23.56 22.21 16.64 11.75 11.15 5.07 8.06 11.66 7.74 30.1 20.85 35.32 22.56 25.94 15.41 15.71 18.9 18.04 16.9 14.2 10.64 10.96 20.04 26.28 28.43 7.38 10.92 15.84 20.04 16.65 18.98 6.9 5.23 15.45 17.54 29.62 24.97 26.13 14.56 18.1 14.54
"OG13675" "OG13675" "GLTPD2" 53.63 34.45 7.67 9 20.79 48.84 50.18 0.51 46.01 23.83 21.34 30.73 49.43 27 82.3 45.93 33.48 57.07 60.26 81.25 47.78 77.68 83.48 114 5.44 4.66 7.1 4.36 0 1.12 5.33 3.05 5.34 10.9 80.01 0.12 0.09 0 0.04 0.07 74.91 61.78 69.36
"OG13679" "OG13679" "ZNF804B" 0 0 0 0 0 0 0 0.16 0 0 0 0 0.02 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01 0 0 0 0 0.02 0.02 0.07 0.53 0.37 0.35 0.27 0 0 0
"OG1368" "OG1368" "LAMP3" 0.08 0.06 1.52 2.1 2 0 0 NA 0.22 1.72 2.04 0 0 0 0 0.01 0.01 0.25 0.21 0.21 0.37 0.03 0.03 0 0 0.11 0.13 1.97 0.15 0.08 0.05 0 1.55 0.13 0.05 0.35 0.4 0.68 0.75 0.78 0 0 0
"OG13680" "OG13680" "KBTBD3" 2.31 2.89 0.89 0.49 0.28 0.84 0.9 1.28 0.39 0.66 0.6 0.27 0.34 0.22 0.45 0.35 0.55 0.3 0.37 0.28 0.5 0.45 0.33 0.67 0.25 0.16 0.12 0.95 0.81 0.66 0.42 0.15 0.4 0.72 0.29 0.18 0.66 0.63 1.05 2 1.54 0.7 1.41
"OG13681" "OG13681" "YBEY" 4.63 10.16 7.96 10.53 21.78 7.64 9.14 0.96 14.9 13.24 12.05 1.09 1.14 0.77 1.03 0.97 0.59 0.95 1.05 1.17 1.82 1.12 1.27 1.01 3.02 2.91 4.17 NA 8.28 17.92 9.08 9.67 20.68 12.25 7.24 4.06 4.06 3.43 1.95 3.43 0.83 1.19 0.77
"OG13684" "OG13684" "NXPH4" 0.09 0.05 0 0 0.14 0 0.04 0 NA 0 0 0 0 0.02 0 0.02 0.01 0 0 0 0 0 0.06 0 0.13 0 0.04 0.23 NA 0.05 0.09 0 0.09 0.05 0.67 0.06 0 0 0 0 0.13 0.08 0.13
"OG1369" "OG1369" "FAP" 0 0.04 0.3 0.02 0.02 0.03 0.18 0.17 0 4.23 0.44 0.21 0.08 0.12 0.04 0.04 0.08 0.02 0 0.04 0.04 0.52 0.03 0.28 0.6 0.74 1.45 0.41 0.27 0.13 0.31 0 0.06 0.04 0.14 0 0.03 0 0.03 0.03 0 0 0
"OG13690" "OG13690" "OTOL1" 0 0 0.03 0 0.02 0.33 0.2 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.13 0.04 0 0 0 0 0 0 0 0.12 0 0
"OG13691" "OG13691" "KCNK4" 0 0.03 0 0 0.02 0 0.03 0 0 0.03 0 0.13 0.09 0.08 0.06 0.03 0.01 0.07 0.15 0.06 0.06 0.15 0.39 0.15 7.18 8.43 1.28 0 0 0.09 0 0 0 0 0.03 0.08 0.06 0 0 0 0.03 0 0
"OG13693" "OG13693" "TSHZ2" 0.94 0.67 2.33 2.78 3.93 1.02 0.22 0.65 6.14 0.74 0.19 1.57 3.29 3.09 5.78 4.01 1.83 2.16 2.68 2.52 4.2 2.52 1.97 1 0.7 2.16 0.63 1.3 0.62 0.9 0.24 0.59 0.68 0.5 0.54 0.16 0.82 1.33 1.12 1.16 0.48 0.8 0.93
"OG13694" "OG13694" "CAPN12" 8.71 4.31 0 0 0.01 0.28 0.19 0 0 0.76 2.34 0.02 0 0.02 0 0.04 0.03 0.22 0.1 0.19 0.31 0 0 0.02 0 0 0 0 0 6.34 4.36 16.3 8.16 0.56 0.13 97.38 32.85 26.07 3.75 8.52 0.17 0.19 0.04
"OG13696" "OG13696" "XKRX" 0.02 0 0 0 0.03 0.28 0.3 0.05 0 0.11 0.14 0.28 0.19 0.27 0.18 0.16 0.53 0.5 0.95 0.88 2.76 0.53 2.17 1.29 0.13 0.02 0.07 0.29 0.09 0.17 0.15 0.03 0.16 0.07 0 0 0 0 0.07 0 0.11 0.13 0.05
"OG13699" "OG13699" "LHFPL1" 0 0 0 0 0.02 0 0 0 0 0.1 0.03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02 0 0 0.18 0.12 0.21 0 0 0 0.07 0.33 0.04 0.05 0.04 0 0 0
"OG137" "OG137" "PHTF2" 1.04 0.58 0.84 1.29 0.74 1.07 0.7 0.59 0.27 1.11 0.58 1.87 1.93 2.13 1.91 1.24 1.32 0.42 0.55 0.35 0.68 0.53 0.24 0.56 0.43 0.21 0.76 1.45 0.82 0.78 0.78 0.19 0.86 0.97 0.57 0.31 1.27 1.72 1.73 2.29 3.66 3.81 3.28
"OG1370" "OG1370" "NEBL" 0.49 0.93 0.76 0.58 0.65 0.27 0.31 16.14 0.24 0.56 0.94 NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0.06 0.04 1.95 0.01 0.23 0.04 0.06 0.02 0.87 1.38 0 0 0.05 0 0.05 1.02 0.2 0.03
"OG13700" "OG13700" "FES" 12.69 11.81 2.65 5.63 6.77 6.3 6.57 1.19 2.26 8.24 7.35 8.08 3.26 2.37 2.69 2.55 1 0.68 0.84 1.13 0.69 1.03 1.04 1.15 4.7 5.26 2.03 12.97 NA 4.7 21.64 7.31 4.1 12.53 12.14 5.11 10.25 2.92 2.35 2.37 0.96 1.04 0.93
"OG13702" "OG13702" "TBPL2" 2.48 0.5 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OG13703" "OG13703" "CAV3" 0 0.02 0 0 0 0 0.02 0.05 0 0 0 0 0 0 0 0.02 0 0 0 0 0 0 0 0.06 0 0 0.06 0.05 0 0.06 0 0 0 0.02 0 0 0.04 0 0 0 0 0 0
"OG13705" "OG13705" "LIMK2" 2.65 1.35 2.53 3.87 6.46 5.04 5.78 13.73 1.89 4.35 3.35 3.31 4.52 2.73 2.67 4.05 1.72 0.99 2.48 1.22 2.02 1.62 1.89 1.7 16.46 21.45 8.09 9.01 1.78 3 4.33 2.05 34.52 4.43 12.53 3.18 5.4 3.6 3.35 5.92 5.72 5.65 6.24
"OG13706" "OG13706" "MFSD5" 4.8 3.29 4 7.78 8.15 6.54 4.5 11.87 2.11 4.21 3.99 7.93 10.52 8.52 11.3 10.26 7.09 7.61 8.22 9.32 9.55 14.56 9.52 11.23 3.6 5.65 4.91 8.54 9.31 2.13 2.19 3.9 5.9 4.02 3.42 13.89 8.54 8.14 7.41 7.43 6.85 8.52 10.56
"OG13708" "OG13708" "ADI1" 164.82 191.44 307.24 676.47 559.72 112.44 104.26 103.2 79.18 151.39 98.35 77.95 50.93 81.27 88.9 81.54 66.16 113.94 120.4 103.94 117.45 122.35 131.44 96.71 67.78 70.2 95.57 177.42 284.07 167.83 253.38 117.51 36.21 167.35 168.39 200.66 130.96 186.26 147.75 129.33 83.17 68.69 80.89
"OG1371" "OG1371" "ACER3" 1.32 0.71 2.15 1.08 0.78 3.6 3.74 6.32 NA 1.12 0.8 1.58 2.32 3.16 2.92 1.53 1.97 0.91 1.72 0.59 0.37 3.44 2.04 3.4 35.39 18.42 40.14 7 0.82 1.36 1.82 1.08 1.72 1.13 1.01 2.98 3.2 3.32 4.34 6.04 2.23 1.47 2.11
"OG13711" "OG13711" "CLEC4G" 28.17 50.22 45.58 55.44 45.67 0.5 1.8 6.09 45.12 368.03 86.91 52.63 30.71 49.96 29.43 27.8 34.32 1.19 2.17 4.53 2.89 20.51 16.75 11.03 13.7 11.26 7.12 36.07 10.73 77.25 244.21 230.96 54.07 152.44 203.88 45.17 25.71 22.91 20.7 19.59 6.73 20.39 8.23
"OG13713" "OG13713" "NXPH3" 0.08 0.06 0 0.08 0.02 0.07 0.03 0 0.72 0.28 0.23 0.02 0 0.02 0.02 0.01 0 0 0.02 0.07 0 0 0 0 0 0.06 0.03 2.38 0.05 NA NA NA NA 0.05 0.1 0.06 0.07 0.11 0.04 0.04 0.11 0.05 0.11
"OG13714" "OG13714" "CSF1R" 5.39 3.27 18.84 40.73 48.21 15.57 4.02 9.4 13.4 4.06 7.51 16.05 21.15 23.37 10.71 14.4 3.4 1.09 1.37 0.84 0.66 4.99 3.6 4.66 11.13 9.46 6.96 53.25 37.4 1.08 5.22 1.92 8.26 17.63 2.71 30.68 132.01 42.48 22.2 40.68 8.89 10.76 8.91
"OG13715" "OG13715" "EPHB3" 0.49 0.15 0.11 0.18 0.17 0.15 0.09 0.24 0.04 0.65 1.09 NA NA NA NA NA NA NA NA NA NA NA NA NA 0.25 0.13 0.05 1.99 0.48 NA NA NA NA NA NA 1.96 0.95 1.17 0.91 1.04 0.11 0.14 0.08
"OG13716" "OG13716" "ACTL10" 0.32 0.13 0.14 0 0.04 0.03 0.02 0.06 0 0.22 0.18 0 0 0 0.02 0.01 0.01 0 0 0 0 0 0 0 0 0 0 NA 0 0.34 0.17 0.19 4.35 0.26 0.2 0.14 0 0 0.02 0.08 0.2 0.05 0.1
"OG13717" "OG13717" "EPGN" 0 0 0 0 0 0.09 1.14 0 0 0.04 0.04 0 0 0 0 0 0 0.04 0 0 0 0.02 0 0.04 0 0.03 0 0 0 0.07 0.32 0 0.27 0 0.2 0.49 0 0.2 0.23 0.2 0 0 0
"OG1372" "OG1372" "UBE2K" 82.76 14.93 23.87 22.42 14.78 20.69 15.31 8.7 10.1 8.13 7.97 45.7 40.89 45.79 21.35 29.9 28.58 19.46 23.32 26.51 39.31 26.4 41.84 31.17 20.98 24.74 22.82 15.6 29.63 8.67 7.79 11.62 14.93 9.71 6.35 16.45 16.33 20.97 19.85 27.68 12.43 7.62 9.49
"OG13720" "OG13720" "HS3ST4" 0.07 0 NA NA NA 0 0 NA 0 0 0 0.02 0.02 0.04 0.37 0.01 0.03 0 0.03 0.03 0.26 0.01 0.12 0.06 0 0 0 0 0 NA NA NA NA 0 0 0.02 0 0 0.01 0 NA NA NA
"OG13721" "OG13721" "TRAK1" 9.36 2.34 4.74 9.03 16.32 10.13 8.29 3.24 4.25 4.78 4.71 27.81 17.27 19.17 19.87 16.22 5.91 6.6 5.56 8.8 8.99 14.23 11.88 11.64 3.18 3.6 3.69 6.88 8.92 4.61 3.99 5.87 3.33 5.85 2.73 4.94 5.3 3.73 4.02 5.76 23.78 17.57 11.27
"OG13722" "OG13722" "TSPAN10" 2.21 1 0 0 0 0.03 0 0 0.3 0.67 1 0 0.09 0.06 0.11 0.05 0 0 0 0 0 0 0 0.04 0 0 0 0.1 NA 0.1 0.03 0.12 0.07 0.53 0.18 0.03 0.04 0 0.02 0 0 0 0
"OG13724" "OG13724" "PLCB1" 0.5 0.19 4.01 4.97 4.12 1.4 1.71 5.49 5.79 2.05 2 3.08 3.69 4.52 3.21 1.9 2.1 1.68 2.37 2.29 4.63 1.01 2.75 1.17 2.03 2.42 2.1 2.14 2.23 2.66 1.22 1.49 0.52 1.7 1.04 0.66 4.46 2.22 2.47 2.5 2.03 2.83 1.48
"OG13725" "OG13725" "SKA2" 4.67 5.19 6.36 3.19 2.78 9.89 7.9 2.64 1.03 6.17 3.66 0.41 1.05 0.72 0.43 0.39 0.4 0.29 0.4 0.23 0.15 0.3 0.44 0.41 1.94 1.28 0.92 4.59 1.76 4.37 5.49 3.39 4.2 NA NA 0 0 0 0 0 3.71 1.28 2.08
"OG13726" "OG13726" "RXFP3" 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09 0 0 0 0 0 0 0 0 0 NA NA NA NA NA 0 0 0
"OG13728" "OG13728" "CCDC172" 0.03 0.03 0 0 0 0.03 0.05 0.37 NA 4.58 3.86 0.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.38 0.62 1.12 1.1 1.51 0 0 0 0 0 0 0 0 0 0
"OG1373" "OG1373" "PIK3C3" 5.77 6.42 6.93 5.22 4.64 3.92 4.69 2.65 1.61 4.59 2.86 5.93 4.19 4.82 6.35 6.64 4.66 6.14 6.69 5.54 6.34 6.43 2.85 5.22 4.04 4.82 8.47 4.53 5.67 3.35 3.41 2.64 2.44 1.95 1.9 1.24 3.38 4.8 4.06 6.31 7.62 6.47 7.63
"OG13730" "OG13730" "NTM" 0.15 0.05 0 0 0 0.57 0.19 0.03 0.39 0.06 0.09 1 1.04 0.75 0.73 0.77 1.45 0.13 0.24 0.35 0.57 0.63 0.53 0.48 0.6 0.04 0.2 0.08 0.37 0.94 0 0 0 0 0.05 0.87 0.14 0.04 0.2 0.06 0.12 0.23 0.12
"OG13731" "OG13731" "TTC3" 9.05 7.21 6.34 5.08 5.34 8.54 3.9 9.75 2.38 2.39 2.24 3.29 4.83 5.87 7.74 4.34 3.14 0.85 1.5 1.62 2.37 4.04 2.35 3.11 1.02 1.08 0.97 7.2 6.92 10.6 6.6 4.83 4 6.74 4.63 1.88 2.96 4.9 5.67 7.57 3.05 1.83 2.89
"OG13732" "OG13732" "KCNB2" 0 0 0 0 0.01 NA NA NA 0.03 0 0 0.05 0 0 0.01 0 0.02 0 0 0 0 0 0 0 0.03 0 0.08 0.04 0.13 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OG13734" "OG13734" "BRICD5" 3.01 0.49 0 0.09 0.35 0.07 0.2 0.85 0 0.64 0.54 0 0 0 0.31 0.06 0.05 0.12 0 0.15 0 0.12 0 0 0 0 0 NA 0 1.19 1.38 2.36 0.32 0 0.11 0.07 0.01 0.07 0.06 0.07 0.21 0.06 0
"OG13738" "OG13738" "TSKU" 128.51 32.83 194.1 252.91 665.9 198.16 15.43 15.8 45.91 59.25 23.97 43.71 54.61 50.62 65.16 49.73 18.06 1.42 0.74 1.12 0.58 44.03 33.15 17.63 101.73 149.39 26.13 121.66 219.94 149.69 31.15 73.66 56.46 173.57 28.87 319.38 202.79 120.3 145.06 218.57 88.25 13.45 65.77
"OG13741" "OG13741" "RGS6" 0.12 0.01 0.22 0.43 0.04 0.07 0.11 0.18 0.02 0.43 0.17 0 0 0.05 0 0.01 0 0 0 0.04 0 0.03 0.07 0.06 0.08 0.1 0.07 0.11 0.02 0.16 0.11 0.19 0 0.02 0.02 0.02 0 0 0.01 0 0.15 0.19 0.1
"OG13742" "OG13742" "HOXB4" 0.29 0.15 0.25 1.01 0.94 0.23 0.09 0 0.67 NA NA 0.8 0.44 0.71 0.36 0.34 0.21 0.18 0.15 0.38 0.23 0.06 0.12 0.25 0.54 0.54 0.51 0.9 NA 1.39 1.23 1.4 0.59 0.64 0.65 NA NA NA NA NA 0.47 0.5 0.39
"OG13743" "OG13743" "SLC35D3" 0 0 0 0 0 0 0 0 0 0 0 0 0.03 0 0 0 0 0 0 0 0 0 0 0 0.07 0.74 0.1 0.07 0.21 0 0 0 0 0.04 0 NA NA NA NA NA 0 0 0
"OG13744" "OG13744" "PAQR7" 2.97 2.69 0 0.13 0.1 0.04 0.07 NA 47.57 6.42 13.09 5.85 11.35 8.26 19.97 21.86 13.82 26.79 19.19 37.35 24.45 35.15 27.4 42.21 106.26 20.68 53.78 135.12 2.04 5.52 4.82 6.9 3.94 2.47 0.42 6.87 3.36 5.47 3.33 7.4 42.68 34.58 54.92
"OG13745" "OG13745" "PAPPA" 0 0.01 0 0.02 0.04 0.02 0.01 0.01 0 0.19 0.1 0.02 0.03 0.02 0 0.01 0 0 0 0 0.01 0 0.01 0.01 0.02 0 0.01 0.06 0.01 0.07 0.02 0.03 0.03 0.02 0.07 0.02 0.04 0 0.03 0.04 0 0 0
"OG13746" "OG13746" "MAFA" 0 0.01 0.1 0 0.02 NA NA 0 NA 0.06 0 0.09 0 0.04 0 0 0 0 0 0 0 0 0 0 0.07 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0
"OG13748" "OG13748" "GRID1" 0.14 0.06 0.67 0.49 0.48 1.72 0.69 0.01 0.24 0.2 0.09 0.79 0.14 0.81 0.03 0.11 0 0.02 0.13 0.12 0.26 0.02 0.24 0.2 0.14 0.03 0.18 0.03 0 0.27 0.02 0 0.07 0.03 0.02 0.06 0.02 0.07 0.01 0 0.05 0.01 0
"OG1375" "OG1375" "TIGAR" 1.79 0.07 1.89 0.94 2.08 1.57 2.06 1.56 0.84 0.78 0.95 2.83 4.06 4.06 3.18 3.04 1.61 0.76 0.61 0.96 0.72 2.58 2.49 2.38 1.83 1.82 5.4 5.64 0.81 0.78 0.36 0.41 2.02 1.26 2.29 0.25 0.75 0.84 0.97 1.81 0.93 0.67 0.73
"OG13752" "OG13752" "CCDC87" 0.06 0.11 0.12 0.13 0.07 0.05 0.08 0.08 NA 0.07 0.14 0.01 0.02 0.01 0.06 0.01 0.01 0.04 0 0 0 0.07 0.06 0.06 0.08 0.03 0.06 0.09 0.15 0.06 0.1 0 0.06 0.04 0 0.35 0.39 0.81 1.12 0.9 0 0 0
"OG13753" "OG13753" "C1orf116" 0.21 0.2 0.2 0.06 0.59 0.31 0.11 0.54 1.74 0.37 0.12 2.21 2.51 0.62 1 0.54 0.33 0.02 0.25 0.19 0.22 0.1 0.3 0.16 2.51 2.61 1.7 1.47 5.18 0.17 0.11 0.1 0.22 0.25 0.14 0.22 0.16 0.13 0.31 0.18 0.11 0.16 0.12
"OG13755" "OG13755" "DDX28" 2.83 1.78 2.26 2.91 3.84 9.1 11.15 5.36 1.88 3.19 1.91 4.75 6.61 4.2 5.84 7.51 4.95 5.51 6.19 7.31 6.45 8.94 8.7 9.44 6.17 8.96 4.75 6.7 3.67 5.7 33.37 2.22 8.62 2.38 1.88 4.1 2.06 3.32 4.55 3.06 3.99 3.22 4.9
"OG13756" "OG13756" "ACBD3" 6.34 2.47 8.96 8.43 7.42 7.75 5.28 3.1 NA 9.93 9.96 8.2 7.39 7.58 7.37 4.7 4.28 2.32 1.9 2.06 2.06 5.52 3.34 4.17 6.16 6.1 9.66 8.87 15.62 5.8 4.03 9.17 15.27 4.56 7.78 7.86 8.9 9.8 10.86 12.4 10.87 8.1 10.42
"OG13758" "OG13758" "PLCXD3" 0.02 0.14 0.23 0.13 0.02 0.03 0.06 0 0 2.22 0.96 0.05 0 0.02 0 0.01 0.01 0 0.06 0 0 0 0 0 0 0 0.03 0 0.03 1.71 0.43 0.17 0.08 0.34 0.17 0.11 0.08 0.06 0.36 0.09 0 0 0
"OG13759" "OG13759" "VMO1" 4.75 3.63 0.39 0.17 0.44 9.08 8.91 0.17 3.32 3.47 7.68 2.84 4.38 3.28 2.61 2.72 4.82 1.07 0.63 0.84 1.13 1.21 0.88 0.3 0 0 0 0.06 0.02 0.55 5.42 1.92 2.34 17.22 42.87 31 44.66 22.57 25.49 21.06 0 0.03 0
"OG1376" "OG1376" "TULP3" 1.39 1.08 1.68 2.57 2.92 4.61 2.3 12.75 0.54 2 1.69 0.68 1.05 0.63 0.61 0.42 0.44 0.56 0.49 0.39 0.41 1.29 3.28 1.29 0.95 0.6 2.16 1.78 1.58 1.71 1.19 1.94 3.22 1.87 2.5 0.96 1.54 1.3 1.11 1.31 1.83 1.97 1.99
"OG13762" "OG13762" "LCK" 2.01 2.38 1.9 2.22 4.43 1.14 0.54 0.61 1.29 6.83 2.69 2.12 0.62 1.15 0.54 0.67 0.31 1.02 0.99 0.42 0.25 0.3 0.38 0.19 1.18 1.15 0.79 5.96 1.32 3.67 3.9 1.91 1.29 3.57 4.54 1.86 3.05 1.25 0.64 2.36 0.7 0.59 0.91
