"X.OG" "GENE_NAME" "human" "human.1" "cow" "cow.1" "cow.2" "marmoset" "marmoset.1" "dog" "armadillo" "gorilla" "gorilla.1" "musMusculus" "musMusculus.1" "musMusculus.2" "musMusculus.3" "musMusculus.4" "musMusculus.5" "musSpretus" "musSpretus.1" "musSpretus.2" "musCaroli" "musCaroli.1" "musCaroli.2" "musCaroli.3" "opossum" "opossum.1" "opossum.2" "ferret" "rabbit" "chimp" "chimp.1" "bonobo" "bonobo.1" "orangutan" "orangutan.1" "rhesus" "rhesus.1" "rhesus.2" "rhesus.3" "rhesus.4" "rat" "rat.1" "rat.2"
"OG11220" "OG11220" "GPRC5B" 3511.17 3786.8 1321 1321 1321 2735 2735 1387 1364.96 2746 2746 4525 4525 4525 4525 4525 4525 4525 4525 4525 4525 4525 4525 4525 2069 2069 2069 1609 1613 2742 2742 2742 2742 2754 2754 1996.74 2924.49 5101.97 5323 5323 2549 2027.81 1655
"OG11221" "OG11221" "CRK" 2731.85 3726.92 3578 3578 3578 1989.06 2001.86 1769 5086 2139 2139 2569.57 2721.86 2898.56 3512.17 3673.87 3709.8 3779.92 3778.67 3465.64 2899.11 3616.27 2500.03 2777.44 1037.35 1020.05 1156.14 1248 1568 879 879 879 879 3691 3691 5327 5327 5327 5327 5327 1253 1253 1253
"OG11223" "OG11223" "FBXO22" 965.91 1315.48 1744 1744 1744 2368.77 2286.38 4317 6518 1879 1879 2096.49 2027.2 2026.47 2067.68 2064 2091.69 2079.28 2095.27 2112 2045.64 2074.13 2069.14 2108.49 1209 1209 1209 4258 1352 3486 3486 3486 3486 1465.78 1375.27 NA NA NA NA NA 1832 1832 1832
"OG11224" "OG11224" "TBC1D2B" 5418.84 5106.61 2535 2535 2535 1800.91 1789.36 2876 6211 3835.66 3718.26 5668.02 5879.21 5755.1 5893.92 5899.86 5898.77 5876.47 5936 5919.06 5936 5696.88 5590.91 5672.33 7150 7150 7150 5316 3108 2712 2712 2712 2712 2818 2818 5926.19 5989.71 5968.66 5966.78 6003.27 5706 5706 5706
"OG11225" "OG11225" "NOD2" 2760.29 4486 5104 5104 5104 2568 2568 4895 4358 4485 4485 4666 4653 4666 4653 4348.89 4068.06 4666 4666 4666 4666 4666 4666 4666 4888 4888 4888 3135 3063 3123 3123 3123 3123 3123 3123 3117 4486.59 4650.9 4659 4659 3629 4063.91 4275.59
"OG11226" "OG11226" "SNX20" 2892.96 2855.38 2276 2276 2276 1550 1550 1085 NA 1121 1121 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434 2780 2780 2780 2762 2995 1124 1124 1124 1124 2736 2736 373.88 354.4 462 462 462 1368 1368 1368
"OG11227" "OG11227" "LOXHD1" 3281.86 3970 2991 2991 2991 3236.33 3236.33 6816.33 5252.5 6059 5977 4063.2 4063.2 4063.2 3659 3814 4063.2 4063.2 4063.2 4063.2 4063.2 4063.2 4063.2 4063.2 6035 6035 6035 6222 2805 3964 3964 3964 3964 5145 5145 6934 6389.99 6934 6934 6934 7038 7038 7038
"OG11228" "OG11228" "KATNAL2" 1160.48 1298.99 1605 1605 1605 2811 2811 1626.75 2228 2803 2803 668 792 668 1824 1395 1395 1395 1395 1395 1482 1395 1395 1395 4036 4036 4036 1620 2548 2796 2796 2796 2796 5636 5636 1308.67 1308.67 1308.67 1308.67 1308.67 1912 1912 1912
"OG1123" "OG1123" "SEL1L" 4264.1 7512.78 2523 2523 2523 7801 7801 2599 2356.6 6576 6576 3533.69 4839.37 3945.31 5940.67 5697.5 5762.3 4814.1 4599.22 6033.81 5762.6 6186.21 6156.18 5596.9 3111 3111 3111 2385 2897 6583 6583 6583 6583 7829 7829 2549 2549 2549 2549 2549 6402 6122.32 6402
"OG11231" "OG11231" "RNF214" 1995.74 2449.75 2589 2589 2589 2638 2638 2842 1302 2683 2683 2554.15 2557.91 2548.25 2654.06 2439.74 2573.25 2603.07 2432.22 2860.04 3032.02 2748.99 2740.6 2761.78 2654 2654 2654 2700 2115 2696 2696 2696 2696 2709 2709 1806.75 1802.49 1968 1911.94 1968 2429 2429 2429
"OG11233" "OG11233" "DUS2" 1527.44 1715.05 1903 1903 1903 1858.51 1878.43 1482 2345 1709 1709 1465.63 1672.5 1608.26 1616.11 1757.38 1684.41 1649.06 1733.03 1743.95 1718.58 1786.65 1475.1 1520.18 1467 1467 1467 1499 1545 1947 1947 1947 1947 1980 1980 1730.65 1844.85 2114.8 1988.07 1997.08 1936 1936 1936
"OG11235" "OG11235" "ENGASE" 3054.8 3288.65 2239 2239 2239 2175.69 2164.35 2196 4187 4494 4494 1886.94 2643.94 1749.48 2791.7 2341.14 2533.14 1779.51 1727.56 2223.9 1859.2 1738.98 1373.13 1766.96 7197 7197 7197 2208 2001 4477 4477 4477 4477 4704 4704 6333 6333 6333 6333 6333 4003 4003 4003
"OG11236" "OG11236" "RBFOX3" 2012.42 1258.27 1946.5 1946.5 1946.52 2368.48 2492.97 840 1128 1088.69 1144 2809 2809 2848.07 2901.25 2877.69 2819.12 1656.8 2809 2809 1656.8 2558.43 2150 2424.54 3371 3371 3371 1152 1077 2821 2821 2821 2821 954 954 2799 2799 1607.17 2799 1607.17 1442 1442 1285
"OG11238" "OG11238" "TBC1D16" 5333.15 8569.04 1775.57 1735.31 2346.27 2937.63 2647.5 7028 783 3209 3209 6986 6986 6986 6986 6986 6986 6986 6986 6986 6986 6986 6986 6986 3050 3050 3050 4326 1842 3257 3257 3257 3257 5375 5375 1682.32 1919.34 1858 1927.78 1997.62 2605 2605 2605
"OG11239" "OG11239" "TEPSIN" 1617.12 2136.65 3088 3088 3088 1188.07 1176.57 1791 NA 2406.14 2393.82 2196.66 2375.99 1971.24 2241.72 1996.08 2180.41 1458.75 1261.75 1495.82 1519.77 1839.32 1575.84 1675.78 1803 1803 1803 4907 NA 1321.46 1322.94 1320.3 1321.8 1547 1547 2587.09 2378.57 2550.73 2588.22 2594.8 2771 2771 2771
"OG11240" "OG11240" "MYO5B" 4922.82 3646.88 5742 5742 5742 4826.06 3691.39 9312 6870 8289.58 7264.85 2957.43 4670.15 2377.01 5245.96 4453.09 3647.49 3778.97 4320.88 3149.56 2993.87 2728 5028.03 4522.57 7315 7315 7315 5555 5743 9239 9239 9239 9239 9238 9238 5994.98 6033.15 6574.73 7068.13 7422.48 6932.76 6841.98 6977.08
"OG11242" "OG11242" "ACAA2" 1689.39 1692.49 1579 1579 1579 1920 1920 3115 2568.11 1929 1929 1515 1515 1515 1515 1515 1515 1515 1515 1515 1515 1515 1515 1515 2474 2474 2474 2490 1214 1927 1927 1927 1927 1618 1618 1674.33 1647.27 1538.9 1595.14 1574.2 1616 1563.88 1616
"OG11243" "OG11243" "STIM1" 3049.81 3665.62 4010 4010 4010 1554.45 1596.79 2055 4414 3980 3980 3597 3597 3597 3597 3597 3597 3597 3597 3597 3597 3597 3597 3597 2037 2037 2037 4348 5376 4034 4034 4034 4034 3870 3870 2908.04 3357 3678.29 3672.19 3650.58 3898.42 3816.62 3808.26
"OG11244" "OG11244" "RRM1" 2285.11 2621 2996 2996 2996 2901.31 2850.17 4682 1964 2495.6 2394.27 3997 3997 3997 3997 3997 3997 3997 3997 3997 3997 3997 3997 3997 4317 4317 4317 NA 7688 3190 3190 3190 3190 3388 3388 3090.89 3020.71 2970.61 2928.93 2955.1 3135 3135 3135
"OG11245" "OG11245" "OR51E2" 2781 2781 963 963 963 2213 2213 2670 NA 2787 2787 2627 3061.5 3061.5 2627 2627 3365.11 3061.5 2627 3061.5 3061.5 2627 3061.5 3496 987 987 987 963 963 2788 2788 2788 2788 975 975 1435 1435 1435 1435 1435 2863 2863 2863
"OG11247" "OG11247" "MMP26" 864.33 864.33 NA NA NA NA NA 953 824 989 989 NA NA NA NA NA NA NA NA NA NA NA NA NA 563 563 563 NA 789 989 989 989 989 971 971 989 989 989 989 989 NA NA NA
"OG11248" "OG11248" "OR51I1" 945 945 948 948 948 1014 1014 NA 1899 NA NA 945 945 945 945 945 945 945 945 945 945 945 945 945 939 939 939 975 934.5 913.5 913.5 913.5 913.5 945 945 NA NA NA NA NA 945 945 945
"OG11255" "OG11255" "ZNF668" 2119.68 2451.64 2449 2449 2449 2601.99 2601.16 2446 1863 2641 2641 3155.36 2533.33 2500.17 2632.88 3089.73 2883.06 2790.9 2596.97 2257.23 2003.26 2837.69 2878.06 2930.07 2217 2217 2217 3278 1578 2769 2769 2769 2769 2410 2410 2199.69 2214.73 2769 2538.47 2769 3374 3374 3374
"OG11256" "OG11256" "ZNF646" 6712.19 6926.69 1002 1002 1002 1881 1797.55 5518 6250 6224 6224 5420.59 5465.28 5371.47 5458.55 5690.13 5876.11 5308.22 5437.28 5632.09 5567.4 6260.62 4827.54 5482.32 5370 5370 5370 5498 5455 7604 7604 7604 7604 9786 9786 6031.21 6019.29 5979.3 6134.83 6057.87 5635 5635 5635
"OG11258" "OG11258" "GNG8" 216 216 228 228 228 212 212 210 NA NA NA 920 920 920 920 920 920 920 920 920 920 920 920 920 228 228 228 231 225 NA NA NA NA 213 213 447 447 447 447 447 869 851.85 869
"OG1126" "OG1126" "TCF3" 1861.28 2376.72 3117 3117 3117 1874.73 1867.66 1650 1635 2144.55 2196.33 2331 2330.65 2233.03 2552.26 2534.94 2558.65 2437.58 2550.32 2534.74 2492.96 2531.81 2632.51 2458.31 4174 4174 4174 5776 NA 2522 2522 2522 2522 1812 1812 3302.78 3530.39 4791.53 4893.19 4875.74 2716.3 2739.11 2706.14
"OG11261" "OG11261" "SMG8" 2960.83 3216.51 3343.88 3380.14 3365.98 3237 3237 7086 NA 3263 3263 3218 3218 3218 3218 3218 3218 3218 3185.61 3218 3218 3195.37 3218 3218 4463 4463 4463 2952 3267 3265 3265 3265 3265 3265 3265 NA NA NA NA NA 3740 3740 3740
"OG11262" "OG11262" "TPM4" 1434.43 2036.18 2239 2239 2239 696 696 855 5137 712.95 693.7 1471.69 2128 1963.35 1941.83 2108.5 2104.03 2128 2128 2128 2128 2128 2128 2128 747 747 747 5022 1256 1410.51 1415.06 1421.23 1418.07 1503 1503 1401.41 1518.51 1523 1516.7 1517.56 1021 1021 1021
"OG11263" "OG11263" "RAB8A" 1120.56 1479.79 1528 1528 1528 653 653 763.89 643 2789 2789 1638.96 1736.04 1478.37 2077.69 2429.12 2093.24 1367.53 1377.07 1269.72 1769.72 1739.91 1433.68 1268.39 2036 2036 2036 2959 NA 2787 2787 2787 2787 1991 1991 4450 4450 4450 4450 4450 1743 1740.12 1743
"OG11264" "OG11264" "GPX4" 820.58 820.47 522 522 522 NA NA NA 430.45 594 594 721.02 841.69 642.83 888.18 957.5 917.41 904.94 907.06 886.33 874.25 913.28 882.73 947.24 419 419 419 NA NA 916 916 916 916 NA NA 472.59 474.37 539.27 531.7 535.74 875.78 876.56 877.35
"OG11265" "OG11265" "MIDN" 2532.31 3154.55 1734 1734 1734 1404 1404 1386 NA 2661.94 2517.35 2881.75 3382.68 3145.16 3274.7 3245.75 3387.42 3565.86 3584.1 3521.91 3528.25 3474.01 3403.78 3440.09 1889 1889 1889 1742 NA NA NA NA NA 1275.42 1257.45 1371 1371 1371 1371 1371 3345 3345 3345
"OG11267" "OG11267" "FAM129C" 4905.36 4691.79 2007 2007 2007 1652 1652 2103 1401 2010 2127 2399.69 1613.18 1524.39 2346.15 1989.42 1782.76 1788.56 1813.19 1594.76 1705.16 1439.43 414.05 1833.26 2936 2936 2936 3253 NA NA NA NA NA 1842 1842 1316.79 1683 1503.35 1645.68 1914 2381 2381 2381
"OG11268" "OG11268" "KLHL26" 2082.77 3192 1827 1827 1827 1978 1978 2174 1332 3122 3122 3069 3069 3010.35 2976.5 3003.49 2969.38 2972.57 3069 3069 3038.08 3020.82 3069 3039.14 2856 2856 2856 1803 1701 3121 3121 2423.76 2034.46 1842 1842 438 438 438 438 438 3820 3820 3820
"OG1127" "OG1127" "TRIB2" 3741.36 2913.25 3053 3053 3053 3089 3089 3937 3075 2075 2075 4198 3308.79 4198 4198 4026.47 4198 4198 4198 4198 4198 4198 2289.58 4198 1029 1029 1029 3906 3069 4418 4418 4418 4418 4401 4401 3334.05 4956.3 6008.97 6972.57 7290.64 2678 2678 2678
"OG11273" "OG11273" "ANKRD11" 3732.71 4030.56 7882 7882 7882 7479.17 7093.78 9405.87 7353 8027.94 8074.22 8337.55 8359.77 8355.27 8090.43 7980.09 7521.7 8326.29 8317.71 8742.64 8701.95 8765.82 8623.54 8781.04 7803 7803 7803 11109 5958 5717 5717 5717 5717 9127 9127 6898.37 6778.28 7845.81 8571.32 8959.66 8920 8920 8920
"OG11277" "OG11277" "ZNF641" 2248.36 3704.12 1320 1320 1320 2260.93 1985.57 1305 1424 4858 4858 3673 3673 4212 3673 3985.81 4212 4212 4102.47 4212 3673 3673 3942.5 3942.5 7691 7691 7691 1665 1537 4538 4538 4538 4538 1473 1473 1420.99 1539.82 1419.36 1407.99 1342.35 2077 2077 2077
"OG11278" "OG11278" "LALBA" 985.5 985.5 724 724 724 727 727 1384 429 727 727 733 733 733 733 733 733 733 733 733 733 733 733 733 883 883 883 429 455 372 372 372 372 429 429 701 701 701 701 701 739 739 739
"OG11279" "OG11279" "CACNB3" 1056.93 2040.76 2700 2700 2700 2508.15 2508.18 1926 2843 1721 1721 2819 2819 2670 2819 2703.24 2670 2744.5 2670 2670 2744.5 2670 2670 2670 1984 1984 1984 2070 2968 2945 2945 2945 2945 2558 2558 2607 1252.05 2607 2684.77 2607 2522 2522 2522
"OG1128" "OG1128" "DAZAP1" 1584.35 1869.27 1195 1195 1195 2052.99 2072.25 1224 2317 2002 2002 1301.94 1429.85 1386.68 1455.67 1519.4 1531.86 1596.97 1567.72 1542.82 1557.81 1310.2 1508.49 1583.51 2696.93 2760.33 2715.46 5344 NA 1527.07 1532.46 1430.14 1392.81 1310.51 1298.86 1575.84 1736.4 3877.18 3230.6 3387.5 1539 1539 1539
"OG11280" "OG11280" "DHRS13" 1647.93 1946.83 1552 1552 1552 1741.82 1703.2 1309.4 1983 1653.69 1611.19 1779 1699.78 1780.94 1647.97 1779.07 1779 1693.07 1779 1779 1779 1607.25 1654.21 1779 2253 2253 2253 NA 1092 921 921 921 921 1792 1792 1739.35 1877.84 1871.4 1921 1921 1113 1113 1113
"OG11282" "OG11282" "KMT2D" 7240.01 5724.95 16287.21 16319.96 16326.71 6535.3 3903.09 16982.31 18893 19360.49 19224.78 16911.18 19211.62 16939.18 17756.72 17366.29 19463.97 19821.58 19823 19813.71 19809.67 19603.15 19254.16 18892.82 4871 4871 4871 16639 15093 16423 16423 16423 16423 16601 16601 3975.54 6732.41 6973.82 8624.64 9323.39 5526.68 10309.43 6067.57
"OG11283" "OG11283" "CORO6" 2688.35 2182.49 2597 2597 2597 1811 1713.23 6463 NA 2253.24 2166 2026.86 2804 2804 1298 1854.42 2804 1839.96 2218.97 2061.44 2804 1478.33 2804 1476 2089 2089 2089 1730 1470 2380 2380 2380 2380 1509 1509 2791.5 1947.42 1874.76 2738.31 2449.72 2417 2279.43 2301.12
"OG1129" "OG1129" "MBD3" 2314.91 2457.54 615 615 615 NA NA 3351 2149 2206 2206 1414.53 1423.34 1403.14 1503.79 1478.69 1450.8 1326.68 1265.78 1419.27 1406 1364.27 1504.15 1496.76 1950 1950 1950 1053 NA 2383 2383 2383 2383 4131 4131 2593.98 2594.66 2617.31 2626.38 2643.63 1899 1899 1899
"OG11292" "OG11292" "CYP2S1" 2487.05 2782 1749 1749 1749 1506 1506 3593 1083 2571 2317.99 1254.67 2744.43 2830.04 2744.33 2744.7 2744.76 2745 2743.66 2824.91 2745 2745 2745 2745 1994 1994 1994 3283 3485 1382 1382 1382 1382 1692 1692 2617 2617 2617 2617 2617 2632 2632 2632
"OG11293" "OG11293" "AXL" 3467.88 4586.76 3015 3015 3015 2367 2367 3437 4100 2409.57 2402.59 3723.65 3879.94 2263.63 3829.55 4106.09 3885.5 2409.52 2001.17 2075.67 3899 4148.61 3887.51 3851.39 4057 4057 4057 2664 2694 2510 2510 2510 2510 1752 1752 2629.19 2629.28 2644.57 2636.09 2657.92 4165.46 3702.98 4111.29
"OG11294" "OG11294" "NFKBID" 939.12 1257.36 2051 2051 2051 1715.68 1721 1314 1597 1834 1398 2026.03 2039 2014 1576.39 1811.36 2000 2000 2000 2000 2000 2000 2000 2000 1371 1371 1371 987 2748 1716 1716 1716 1716 1320 1320 3391 3391 3391 3384.95 3391 1817 1817 1817
"OG11295" "OG11295" "TMC4" 2129.77 1494.48 2347 2347 2347 2285 2285 2211 1953 2106 2106 1193.04 1310.67 1173.91 1443.16 1523.87 1307.62 1487.78 1827.93 1832.01 1997 900.37 1079.17 798.91 2126.16 2126.21 2126.59 NA NA 2479 2479 2479 2479 1945 1945 2127 2127 2127 2127 2127 2242.79 2337 2267.5
"OG11298" "OG11298" "TTYH1" 1531.13 1976.69 1808 1808 1808 1119 1200 1751 1236 1826 1873 3431.11 1904.15 4196.92 4091.27 3192.51 2794.74 941.97 2344.38 3481.55 2597.09 3288.42 837.9 2395.04 1892 1892 1892 6267 1645 1852 1852 1852 1852 1820 1820 3952 3952 2736.42 3952 3625.18 3076 3076 3076
"OG11299" "OG11299" "LENG8" 2307.22 3187.82 5021 5021 5021 2692.75 2383.85 2443 4890 3093 3093 3901.54 3886.16 3332.28 3926.51 4191.26 4780.59 3672.45 3872.89 3870.84 3722.08 4021.73 3511.74 3189.16 2814 2814 2814 5090 2702 3970 3970 3970 3970 4514 4514 4954.55 4406.51 6310.38 6304.51 5740.03 5174.35 5157.83 4859.44
"OG113" "OG113" "CRLF1" 937.71 882.76 1275 1275 1275 1078.64 1082.71 1158 NA 1520.98 1514 544 544 858.33 858.33 858.33 858.33 716.77 656.19 804.63 1644 544 858.33 858.33 1266 1266 1266 3330 NA 1152 1152 1152 1152 1152 1152 NA NA NA NA NA 1668 1668 1668
"OG11301" "OG11301" "TMEM145" 967.46 514.02 2264 2264 2264 1564.37 1616.47 1791 927 1821 1821 1670 1670 2298 1781 1670 1670 2259.92 2288.83 2284.45 2285.14 1670 1670 1670 930 930 930 2109 2190 1780 1780 1780 1780 1716 1716 1374 1398.78 1399.5 1374 1425 2235 2235 2235
"OG11302" "OG11302" "ZNF526" 4023 4023 2813 2813 2813 2787 2613.45 2031 1647 1308 1308 3354 3354 3354 3354 3354 3354 3354 3354 3354 3354 3354 3354 3354 1722 1722 1722 2046 2004 2797 2797 2797 2797 2013 2013 2780.24 3007.92 2928.77 3118 3118 4868 4868 4868
"OG11303" "OG11303" "TRAPPC9" 1616.19 2197.53 4179 4179 4179 1755 1755 4353 2869 4388.7 4369.93 3938.94 3933.07 3904.05 3811.56 3846.17 3646.53 3713.6 3796.45 3783.9 3806.14 3805.19 3579.04 3839.84 435 435 435 3225 5044 4460 4460 4460 4460 4857 4857 2937 2937 2937 2937 2937 2967.82 2901.51 2896.03
"OG11305" "OG11305" "PPP1R14A" 766.37 761.22 725 725 725 495 495 243 288 778 778 531 531 531 531 531 531 531 531 531 531 531 531 531 270 270 270 393 315 NA NA NA NA 988 988 410.09 421.2 449.03 445.92 450.79 745 745 745
"OG11306" "OG11306" "SPINT2" 1079.82 1090.55 893 893 893 1562.96 1612.44 2698 5493 1563 1563 1324.93 1317.15 1316.96 1306.46 1306.67 1304.16 1319.03 1314.42 1313.17 1309.1 1315.64 1302.13 1303.72 645 645 645 4183 5977 651 651 651 651 1596 1596 682.81 689.31 681.52 677.79 685.88 1185.78 1199.68 1188.95
"OG1131" "OG1131" "HLTF" 4468.55 4607.69 3691 3691 3691 4935 4935 4227 3378 4309 4309 4483.84 3803.17 4264.31 4678.35 4107.67 3977.25 4144.27 3742.99 3903.51 3281.21 3670.66 4561.31 2926 6944 6944 6944 3795 3268 5354 5354 5354 5354 5269 5269 4505.01 4637.58 4509.45 4823.6 4555.82 4673.14 4507.79 4681.41
"OG11311" "OG11311" "ATCAY" 3669.72 4249.67 1823 1823 1823 2751.92 2749.64 2264.5 1584 1011 1011 2731.67 3707 2731.67 3707 3707 2731.67 3736 3736 3736 3707 3707 2731.67 3707 2350 2350 2350 1157 NA 1098 1098 1098 1098 831 831 5908 5908 5908 5908 5908 3752 3752 3752
"OG11312" "OG11312" "LY6D" 886.5 886.5 695 695 695 372 372 1028 404 802 802 691 691 691 691 691 691 691 691 691 691 691 691 691 1090 1090 1090 NA NA 800 800 800 800 746 746 NA NA NA NA NA 700 700 700
"OG11313" "OG11313" "DAPK3" 1576.5 1914.36 2985 2985 2985 1419 1419 4573 1530 2108 2108 1725.82 1728 1721.11 1715.02 1720.69 1720.39 1716.22 1722.39 1722.09 1698.22 1721.75 1721.48 1725.1 6093 6093 6093 1443 NA 2120 2120 2120 2120 2225 2225 1527 1527 1527 1527 1527 1515 1515 1515
"OG11314" "OG11314" "EEF2" 3033.5 2581.06 3182 3182 3182 2952.2 3154 3268 6714 3155 3155 3098 3098 3098 3098 3098 3098 3098 3098 3098 3098 3098 3098 3098 2577 2577 2577 NA NA NA NA NA NA 4147 4147 2329.56 2788.3 3107.72 3197.69 3198.52 2917 2917 2917
"OG11316" "OG11316" "CHAF1A" 1902.72 2736.85 3381 3381 3381 3102.7 3292 5073 3626 NA NA 3308 3308 3308 3308 3308 3308 3308 3308 3308 3308 3308 3308 3308 4420 4420 4420 4688 NA 3343 3343 3343 3343 3340 3340 2906 3607.03 2961.21 3634.29 2416.12 3015 3015 3015
"OG11318" "OG11318" "HDGFL2" 1568.7 1842.59 NA NA NA 2134 2185.71 2002.07 NA NA NA 2251 2251 2251 2251 2251 2251 2251 2251 2251 2251 2251 2251 2251 1986 1986 1986 2148 NA 1470 1470 1470 1470 1534 1534 1358.76 1420.34 2010 2010 2010 2136.4 2132.28 2110.1
"OG11319" "OG11319" "PLIN4" 6341 6341 3780 3780 3780 3725.4 3779.33 4601.98 4680.41 1830.77 1878.84 5755 5755 5755 5755 5755 5755 5755 5755 5755 5755 5755 5755 5755 4020 4020 4020 1677 NA 3780 3780 3780 3780 2820 2820 4169 4169 4169 4169 4169 4185 4185 4185
"OG11320" "OG11320" "SEMA6B" 2495.43 2906.24 2585 2585 2585 2121.87 2278.54 2298 2255 NA NA 3797.53 3829.28 3766.44 3791.86 3798.89 3786.69 3847 3736 3736 3736 3736 3736 3736 2684 2684 2684 2102 NA 2475 2475 2475 2475 4554 4554 2028.7 2030.4 2016 2045.23 2049 3847 3847 3847
"OG11323" "OG11323" "FAM57A" 2019.08 1932.77 954 954 954 986 986 1971.68 2792 2072 2072 1806 1636.59 1715.36 1736.41 1783.12 1906.69 2058.04 1663.78 1264.52 962 2025.49 1080.51 1144.16 1547 1547 1547 999 774 909 909 909 909 570 570 774 672.93 774 774 774 1057 1057 1057
"OG11324" "OG11324" "GLOD4" 1018.79 1626.16 1612 1612 1612 1518.76 1335.66 1452 5261 1506 1506 861.14 1130.36 825.6 1683.93 1760.83 1561 1514.3 1487.78 1469.21 1527.25 1729.73 1546.63 1564.62 2872 2872 2872 1482 4284 2041 2041 2041 2041 5249 5249 1425 1214.22 1285.76 1304.66 1308.19 1457 1457 1457
"OG11325" "OG11325" "MFSD3" 1517.16 1481.61 1411 1411 1411 1528 1528 1604.68 3329 1532 1532 2169 2169 2169 2169 2169 2169 2169 2169 2169 2169 2169 2169 2169 2787 2787 2787 2705 NA 1525 1525 1525 1525 1239 1239 NA NA NA NA NA 2180 2180 2180
"OG11326" "OG11326" "GPT" 1841.36 1814.02 1834 1834 1834 1804.24 1813.84 1225.61 2056 1887 1887 1749 1749 1749 1749 1749 1749 1749 1749 1749 1749 1749 1749 1749 1476 1476 1476 1566 NA 1896 1896 1896 1896 3143 3143 3712 3712 3712 3712 3712 1740 1740 1740
"OG11327" "OG11327" "KIFC2" 2637.51 2222.62 2448 2448 2448 3261 3261 2346 4372 2884.83 2884.58 3143 3143 3143 3143 3143 3143 3143 3143 3143 3143 3143 3143 3143 5367 5367 5367 2178 NA 2346 2346 2346 2346 2496 2496 2487 2487 2487 2487 2487 2192.94 1829.3 2117.68
"OG11328" "OG11328" "SLC43A2" 3276.61 3034.64 3197 3197 3202.8 2637.01 2754 1822 1745 3006 3006 6162.78 5905.38 6008.73 5991.21 5946.48 6305.24 5228.87 5073.73 6111.81 6999.01 6744.45 6525.61 4657.9 1305 1305 1305 1763 6306 2978 2978 2978 2978 5536 5536 1505.63 1481.72 1484.37 1471.98 1494.75 4492 4492 4492
"OG11329" "OG11329" "RILP" 1599.59 1463.14 1221 1221 1221 NA NA 1170 1351 1032 1032 1462.47 1489 1441.13 1451.31 1460.91 1391.45 1489 1461.06 1463.87 1409.31 1363.2 1467.48 1469.68 912 912 912 NA 1164 NA NA NA NA 1606 1606 1680.61 1698.8 1649.49 1596.53 1714.12 1101 1101 1101
"OG1133" "OG1133" "FAM3A" 1576.02 1619.87 1375 1375 1375 1463.99 1414.09 1248 1361 1681 1681 1485.83 1637.32 1755.51 1798.72 1703.28 1746.49 1831.13 1899 1616.05 1652.47 1612.16 1768.99 1741.53 1599 1599 1599 603 696 1493 1493 1493 1493 1818 1818 1217.61 1199.31 1215.24 1218.43 1208.68 1761.28 1754.23 1754.41
"OG11330" "OG11330" "SERPINF2" 2278.68 2271.54 2216 2216 2216 1440 1440 2593 1714 2281 2281 1984.34 2039.82 1907.33 2140.63 2103.33 2144.36 1982.04 1992.04 1858.83 2018.07 2046.74 1304.52 1458.54 5499 5499 5499 1476 2155 1032 1032 1032 1032 1488 1488 2355.16 2355.74 2386.12 2419.56 2370.61 2414 2414 2414
"OG11331" "OG11331" "WDR81" 4489.03 3589.05 4196 4196 4196 2454.16 2407.8 5799 5856 3833.07 4182.69 5449.91 5367.55 5471.34 6390.06 5964.14 4714.5 4646.74 5194.66 4916.03 3877.67 4902.55 3789 6518.61 7354 7354 7354 6381 6961 6739 6739 6739 6739 2984 2984 3108.06 3220.33 4095 4095 4095 6895 6895 6895
"OG11336" "OG11336" "CYB5D2" 1341.33 1597.26 834 834 834 1448 1448 792 1759 1636 1636 1924.17 2402.55 2164.53 2330.56 2376.11 2373.23 2423.38 2438.15 2335.14 2427.17 2337.36 2455.28 2400.08 953 953 953 752 795 NA NA NA NA 1409 1409 1737 1648.43 1737 1737 1737 1453 1453 1453
"OG11339" "OG11339" "KLK5" 1261.2 1261.2 1227 1227 1227 NA NA 2141 747 1561 1561 1239 1239 1239 1239 1239 1239 1239 1239 1239 1239 1239 1239 1239 1399 1399 1399 5870 2754 1561 1561 1561 1561 1019 1019 888 888 888 888 888 852 852 852
"OG1134" "OG1134" "CPSF1" 2139.99 1621.43 4481 4481 4481 4139.18 4248.76 4839.5 3024 4393 4393 4515 4515 4515 4515 4515 4515 4515 4515 4515 4515 4515 4515 4515 5265 5265 5265 4412 129 NA NA NA NA 4101 4101 2161.46 2801.89 4393 4376.65 4393 4594.6 4594.02 4588.66
"OG11341" "OG11341" "KLK11" 1542 1232.53 740 740 740 1129 1074 1008 NA 711 711 1277 1277 1277 1277 1277 1277 1277 1277 1277 1277 1277 1277 1277 1021 1021 1021 1824 829 1273 1273 1273 1273 NA NA 579 330 579 828 828 1260 1260 1260
"OG11346" "OG11346" "ACER1" 1445 1445 1166 1166 1166 1088 1088 1837 489 1090 1090 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2429 2386 2386 2386 2505 819 1088 1088 1088 1088 657 657 1700 1700 1700 1700 1700 2424 2424 2424
"OG11347" "OG11347" "OTUB1" 1718.85 1668.97 991 991 991 1739.53 1808.51 978 962 1547.59 1530.5 1582.15 1593.38 1562.75 1644.67 1622.34 1672.23 1689.6 1668.44 1690.94 1638.86 1679.27 1713.55 1713 819 819 819 4152 NA 1793 1793 1793 1793 3238 3238 NA NA NA NA NA 1687 1687 1687
