"X.OG" "GENE_NAME" "human" "human.1" "cow" "cow.1" "cow.2" "marmoset" "marmoset.1" "dog" "armadillo" "gorilla" "gorilla.1" "musMusculus" "musMusculus.1" "musMusculus.2" "musMusculus.3" "musMusculus.4" "musMusculus.5" "musSpretus" "musSpretus.1" "musSpretus.2" "musCaroli" "musCaroli.1" "musCaroli.2" "musCaroli.3" "opossum" "opossum.1" "opossum.2" "ferret" "rabbit" "chimp" "chimp.1" "bonobo" "bonobo.1" "orangutan" "orangutan.1" "rhesus" "rhesus.1" "rhesus.2" "rhesus.3" "rhesus.4" "rat" "rat.1" "rat.2"
"OG13449" "OG13449" "PCGF5" 337.07 701.95 200 209 645.88 946.4 1635.13 41 2 1063.88 835.42 153.48 69 175.21 136 464.87 475.84 26 21 30 6 67.95 27 38 8 31 75 107 369 198.42 216.92 116.1 431.91 104 72 41.05 44.13 63 178 64 142 390 82
"OG13450" "OG13450" "SLC47A2" 11.57 10.25 0 1 7 13 27 2 42.03 5 10 NA NA NA NA NA NA NA NA NA NA NA NA NA 32.64 36 19.38 1 4 3 10 8 1 18 5 1 0 0 13 4 NA NA NA
"OG13454" "OG13454" "YOD1" 95.7 114.01 11 16 96 36 25 59 31 43 38.01 271.7 153.4 295.71 237 476.89 471.7 25 37 21 19 47.33 17 31 416.33 632.99 1133 25 323 105.99 143 57.7 194.98 220.62 119.94 24.91 14 17 65 15 108 338 36
"OG13455" "OG13455" "TMEM64" 502.65 265.98 32 30 238 176.01 313 91 19 245.35 187.47 510.13 516.99 1167.59 942 2623.95 3578.01 118.99 215.2 114 68.2 1200.88 296.67 676.54 58.81 47.07 387 60 168 48.81 50 60.58 62 76 27 116 99 437 1376 404 76.39 528.19 139.13
"OG13458" "OG13458" "SHISA2" 1.99 1.02 15 9 25 47.28 49.85 29 0 4 0 0 5 4 6 16 6 2 12 11 2 1 4 1 2 1 20 58 76.05 0 2 0 0 20.08 28.63 NA NA NA NA NA 0 0 0
"OG13459" "OG13459" "S1PR5" 16 65 475 219 1774 1 4 0 0 70 21 501.36 83 85.41 112 478 921 8 13 8 7 101.96 74 75 89.21 120.76 129 2 NA NA NA NA NA 9 9 14 7.02 9 11 11 9 40 7
"OG1346" "OG1346" "FAM76B" 58.94 207.36 248 90 290.31 278 476.71 13 81 522.49 261.99 117.25 64 189.53 168 505 718.94 40 46.01 37.06 16 97.51 26 57 40.42 62.47 158 37 55 192.45 390.1 169.11 275.06 211.02 153.01 47.12 74.92 137 635 196 216 373 110
"OG13460" "OG13460" "CLRN3" 307.64 674.76 0 0 1 5 1 3 1804.12 0 3 2 0 0 0 0 3 0 0 0 0 2 2 0 0 0 1 2 0 1 0 0 0 218.23 58 0 2 0 10 2 0 0 0
"OG13461" "OG13461" "GPR157" 306.95 259.89 0 0 4 34 15 8 15 NA NA 82.19 53.14 106.2 110.49 615.11 255.13 30.1 55.31 68.44 39.92 93.3 34.42 45.1 11.1 50.3 5 28 3 3.98 4.06 23.55 40 21 6 NA NA NA NA NA 56 101 47
"OG13462" "OG13462" "CHST13" 2887.57 1567.92 536 89 7667.57 553.04 788 NA 14 326.72 790.83 116.87 106.12 109.57 124 836.18 340 56 115 82 51.38 222 84 135 60.58 82.12 228 406 197.56 115.36 354.9 513.37 283.08 118.28 29.94 1486.58 367.76 184 812 141 134 284 110
"OG13463" "OG13463" "AGTR2" 0 0 12 13 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"OG13464" "OG13464" "SLC36A4" 27 42 51 22 90.01 482 918.25 39 241.78 45 24 226.16 138.32 256.15 234 639.93 831.99 44 70.01 52 23 147.65 39 69.07 115.42 66.57 1177.04 36 45 31 28 8 213.02 27.68 26.7 7.28 20.43 24.83 117.59 43.35 31 131 24
"OG13465" "OG13465" "ZDHHC20" 79.99 24 212.03 305.87 753.35 64 35 47 36.44 59 48.76 138.25 109.77 327.38 386.87 963.89 1528.55 87.64 96.81 93.37 37.28 102.18 36.09 61.14 8.7 16.97 57 855.11 122 49.99 37 35 52.42 279.68 159.95 226.83 297.23 722.22 2401.57 730.99 134 361 93
"OG13466" "OG13466" "OR51E1" 0 0 0 0 0 2 2 1 0 0 1 0 3 0 1 5 2 1 3 0 0 1 0 0 0 0 0 0 0 2 1 0 0 0 0 1 1 0 2 0 0 1 3
"OG13468" "OG13468" "ARSJ" 22 11 5 7 17 10 8 19 24 109 51 0 0 0 0 0 1 0 0 0 0 0 0 0 1 3 2 8 8 18 27.93 14 40.68 10 48.77 11 20 21 115 46 NA NA NA
"OG1347" "OG1347" "SIRT6" 151.62 190.5 51 54 408 114 121 74 95 185.83 177.99 173.42 67 103.69 130.97 377 203 83 99.98 261.42 99 113.89 67.02 76 63.99 63.01 132 145 NA 87.85 134.94 130.39 423.88 105.5 67.97 213.35 64.08 73 264 59 225 583 158
"OG13474" "OG13474" "BHLHE22" 3 8 3 0 2 18 4 NA 12 NA NA 4.9 1 2 1.6 3 14 54 51 70 33 2 5 5.89 15.75 19.07 105.02 NA 16.31 NA NA NA NA 0 4.02 0 1 0 1 0 2 24 5
"OG13475" "OG13475" "MAP6D1" 12 18 38 35 223 NA NA 0 1 21 9 2.91 4 1 2 14 13 0 0 0 1 1 0 1 0 0 0 2 5 27.23 1 0 8 NA NA 0 0 0 0 0 0 0 0
"OG13477" "OG13477" "GREM2" 426 647.89 NA NA NA 321 94 25 1103 NA NA 291.6 319.49 548.64 1115.94 1196 2218 8 1 36 6 124 137 92 6 9 2 14 1 706.44 1108.09 722.4 104 192.88 126.87 230.8 127 154 290 81 692 4089 90
"OG13478" "OG13478" "C11orf42" 7 2 5 22 131.03 6 0 10 11 4 6 8.25 4.71 1.45 0 0 0 7.27 4.49 1.39 1.31 0 0.22 0 0 0 0 5 19 3 0 5.3 1 2 0 7 0 2 4 0 0 0 0
"OG1348" "OG1348" "TYR" 0 0 0 1 0 3.22 0 0 5 6.61 10.27 15.69 8.2 14.94 9.32 118.08 52.78 55.95 92.18 111.36 74.59 85.25 51.64 57.58 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0.65 0 0
"OG13480" "OG13480" "CAPS2" 13.72 33.59 0 5 9 13 21 3 0 6 7 31.04 16.56 84.5 71.33 222.46 292.61 30.35 31.89 10.04 11.16 37.66 17.1 23.23 0 0 2 20 0 5 6 1 6 8 8 0 1 0 0 1 82 159.99 25
"OG13482" "OG13482" "CUEDC1" 129.63 107.03 89 120 407.03 31 27 29.54 17 66 112.01 49 39.02 103.97 52.82 292 190 12 16 47 10 42 22 33 45.01 51 51 58 60 26.99 50 41 237.91 64.38 14 96 102.21 64 164.93 117 38 128 21
"OG13483" "OG13483" "SCRIB" 1180.75 798.98 292.92 227.95 5330.7 274.38 333.96 543.01 NA 413.35 675.84 753.35 567.56 782.19 867 4013.01 1572 230 289 402.01 212.88 759 284 497.02 547.31 642.08 1148.94 570 NA 208.15 223.44 692.74 638.75 481.01 160.75 1061.44 437.91 368 1392.2 307.19 713.84 3355.96 706
"OG13484" "OG13484" "KCTD2" 336.75 268 128 188 709 115 116 58 NA 393.04 417.03 325.46 260.55 675.45 353 1937 1446.01 328.23 375.85 419.69 171.67 1196.67 251.73 562.99 376.34 455.98 2051.02 256 23.42 34.98 30 62.62 111.91 29 8 416.55 180.98 434 1315.99 370 343 1072.01 436
"OG13485" "OG13485" "D2HGDH" 828.64 954.41 376 479 4011 607 707.02 412 416.02 959.87 939.68 953.19 478.01 1045.22 1362.9 4506.99 2829 524.8 606.11 704.92 360.12 1829.4 518 858.04 239.87 245.44 293 607.5 609 192 305.52 371.96 299.68 176.02 65.88 1945.09 600.86 303 970.93 309 909 4144.09 709
"OG13486" "OG13486" "OXTR" 5 4.61 0 0 0 0 0 0 1 0 0 1.07 0 1.85 0 0 1 0 0 0 0 0 0 0 6.68 18 7 0 0 17.1 22.96 3 2.97 0 3 59.8 10.74 33 39 72 0 0 0
"OG13487" "OG13487" "CMTR2" 104 264.92 152.05 144 286 373.56 866 249.01 62 257 181 57.01 50.01 84.91 80 224 247 32 49 38.81 16 64 12 23 32 76 215 159 256 NA NA NA NA 522.1 245 154 121.99 753.09 1697.9 845 56 176 61
"OG13488" "OG13488" "FAM83H" 821.63 605.22 158 108 2588 313 340 1258 NA 125 168.98 250.17 246.93 360.06 469 2457 903 139.95 231 281 134 464 242 299 429.41 432.9 1100.21 399 NA 59.19 56 252.57 626.1 182.26 15 1808.53 449 395 1781.12 291 510 1374 451
"OG13489" "OG13489" "GPR62" 5 11 0 2 15 1 0 0 0 NA NA 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA 0 0 0 0 0 0 0 0
"OG1349" "OG1349" "POLD3" 63.45 116 139 120 324 216 280 33 35.02 224.92 130.23 185.33 97 232.31 399.02 877 477.14 44 48.89 81.15 35 270.39 88 142 41.99 54.86 114 124 411 215.12 622.7 264.1 299.02 235.95 107.04 19 45 67 415.16 181.99 522 1707.86 340
"OG13492" "OG13492" "ST20" 36.14 74.31 53 24 72 NA NA 40 34 6.99 7 NA NA NA NA NA NA NA NA NA NA NA NA NA 2 1 5 72 374.53 14.99 18 3.19 3 NA NA 0 0 0 0 0 NA NA NA
"OG13495" "OG13495" "OR52E4" 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 NA NA NA NA NA NA NA 0 0 0
"OG13497" "OG13497" "MRPL14" 1487.15 939.49 209 224 1660.89 750.69 1400.88 637 1959.83 799.02 684.41 699 397.99 836.16 626 3620 2777.01 510 496.01 811.43 398 649 285 448.97 244.58 323.35 338 482.42 281.81 473.12 710.08 517.33 1186.07 340 275.9 618.44 673.9 275 900 261 703 2030.02 387
"OG13498" "OG13498" "GPR137C" 11.95 39.82 2 10 16 5 14 0 1 6 2 2 2 4 4 15 8 0 1 2 0 0 0 0 1 3 2 1 0 13.77 5 3 2 6 3 3 3.91 7.59 36 14.01 0 0 1
"OG1350" "OG1350" "ACTN2" 7 13.11 19 33 122 386.08 678.1 14 310.84 10.97 9 15.87 5.18 10.46 5.05 8 16.12 5 3 6 5 14 6 15 0 2 25 54 65 11.01 12.01 12.21 4 47.55 22.67 78.02 49 70 188.27 48 7.97 239 30.94
"OG13501" "OG13501" "BBS12" 6 17 77 69 153 13 24 51 20 56 41 4 1 7 6 16 16 9 12 16 12.02 52 4 17 3 1 3 37 35 27 22 0 38 21.98 6 4 4 24 37 18 16 140 10
"OG13504" "OG13504" "LSMEM1" 37 34 16 10 28 30 20 1 1 24 50 4 0 0 1 0 4 0 1 0 0 1 0 0 0 0 0 1 0 71 499.9 46 52.1 100 71 NA NA NA NA NA 2 0 0
"OG13505" "OG13505" "NQO1" 8.16 69.71 346 535 451 148.29 210.15 476 1165 1504.14 1029.02 280.34 49 176.87 94 421.07 259 1 2 2 1 1003.67 357.02 535.56 262.54 588.3 2454 420 1308.04 137.46 168.36 107.84 489.55 5952.72 1619.71 557.08 831.47 1217.78 7284.75 1110.66 147 1819 765
"OG13508" "OG13508" "FKRP" 251.72 209.44 170 200 975 158.02 119.65 55 27 377.47 411.71 357.16 181 380.4 445 1605 1029.98 83 108.43 166.77 57.88 185 88 136 93.97 92.83 82 63 428.72 148.43 254.66 345.16 354.02 46.08 51.98 346.97 215.46 165 761 190 170.84 598.26 131.54
"OG13509" "OG13509" "TRAPPC5" 1020.93 1644.11 158 67 2495.03 216 471 100 370 1243.31 845.88 484.5 307 599.4 490 2419 1460.08 241.43 261.3 318.91 154.47 357 148 259 180.04 107 199 491.61 NA 675.81 1389.42 871 1330.04 666.6 585.06 NA NA NA NA NA 487 1624.98 348
"OG1351" "OG1351" "CAPZB" 1352.04 1849.19 1012 1215 4202 1495.96 1874.35 415 1132 1374.76 1034.25 1666.84 977.26 1926.28 1959 9184 6427.98 868.77 1139.18 1342.42 685.73 2027.73 715.82 1102.74 226.78 288.11 672 1684.95 1153 522.53 1268.86 673.99 2090.79 907.87 695.06 826.7 865.17 891 2932.32 1002 2331 6820.3 1339
"OG13510" "OG13510" "RPH3AL" 378.24 314.34 11 26 224.82 85 34 16 232 436.97 441.75 33.44 33 62.71 63 251 195 52 54 131.97 55 102 103 82 44.15 93.16 47 44.99 182 111.97 128.28 367.04 221.98 808.62 262.01 123 70.96 57 291.77 87 173 588.51 131
"OG13511" "OG13511" "SLC25A42" 2843.2 1969.74 244 218 2127.99 888 935.01 393 NA 651.1 960.91 2436.69 1066.97 2352.33 3115.72 15849.23 4843.29 1082.93 1412.34 2520.65 1048.65 1865.17 1078.94 1132.59 300.75 417.02 1421.97 745 NA 897.51 975.18 754.42 382.98 1111.74 117.63 643.42 278.66 298 2001 182 1616.55 6495.75 1164
"OG13512" "OG13512" "FCRL6" 10 63 0 0 6 3 1 0 0 NA NA 3.02 0 0 0 0 0 0 0 0.2 0 0 0 0 0 1 1 NA 0 9.19 7 2 18 9 11 0 3 13 15.98 10 0 0 0
"OG13514" "OG13514" "SLC26A11" 133.81 203.89 339 838 1718.52 45 52 143 214 90 72.21 133.07 97.18 133.68 233 887 613 26 39 59.89 18.92 532.41 187.17 311.02 112.8 127.37 260.01 110.98 631 92.96 165.78 120.04 347.63 300.08 54.74 434.25 153 135 645 164 135 541.81 142
"OG13515" "OG13515" "CHRM2" 13 17 0 1 7 18 14 1 0 25 7 0 0 1 1 2 5 0 1 3 0 13 2 4 0 0 0 1 0 5 2 7 5 2 1 1 3 0 14 10 1 7 0
"OG13516" "OG13516" "MAPK15" 3 2 21.35 2 366.22 0 0 27 NA 31.96 6 51 40 58.26 178.66 1166.81 875.05 28.95 33.91 109 26 23 30 29 16 7.07 14 2 0 2 1 12.01 1 5 4.01 29 0 0 12 3 2 5 1
"OG13517" "OG13517" "EHMT1" 987.13 1054.25 445 419 3855.42 585.61 462 814 515 530.15 572.97 803.95 473.96 915.45 988 4116.12 1983.97 191 233.42 291.85 111.78 497.04 238 359 207.54 239.5 930.19 717 1609.75 189.03 393.05 628.73 739.91 547.48 196 1518.39 551.68 748 3390.21 757 441 2180.15 464
"OG13518" "OG13518" "ADIPOQ" 5.85 4.87 0 0 0 86.14 112.6 5 206 19.25 15.98 0 1 2 3 2 2 0 0 0 0 0 0 0 0 0 3 2 11 17.5 36.03 24.04 14.66 0 0 0 0 0 1 0 218.65 253.17 84.31
"OG13519" "OG13519" "F2R" 108.24 226.21 488 440 447 442.89 522.97 42 97 516.61 97 245.45 392.3 449.85 448 4125 2066.43 121 142.21 159 62 615.01 219.31 372.24 78.02 114.1 202 157 1088.82 587.15 861.1 546.48 632.39 254.99 395 124.97 73 117 206 209 57 368.18 59
"OG13521" "OG13521" "MUC16" 0 0 0 2 0 9 8 2 8 11 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 5 8 NA NA NA NA 0 0 NA NA NA NA NA 8 83 1
"OG13525" "OG13525" "PENK" 0 5 0 1 0 0 1 0 6 7 0 4 3 0 1 4 1 0 1 2 0 0 1 0 0 0 8 23 23 0 0 0 0 0 1 0 0 0 0 0 3 9 0
"OG13526" "OG13526" "C4orf50" 0 2 0 0 0 10 1 0 0 0 0 0.99 1 6.49 0 0 0 0 0 0 1 0 0 0 4.2 1.05 5.49 1 0 0 0 0 0 NA NA 0 1 0 3 1 0 0 0
"OG13528" "OG13528" "ZNF746" 268.83 155.88 24 43.49 380 155.03 153.01 28.96 139 275.75 249.04 317 276.07 382.76 455.03 2167.01 883 74.86 102.01 156.3 69.5 382.26 164 236.1 132.67 157.18 291.19 34 410 50.18 78.42 195.4 339.46 57.47 22.99 239.13 126.8 186.03 753.99 175 330 975.78 249
"OG13529" "OG13529" "POLR2A" 1225.17 1320.77 667 1160.06 4964.23 4834.08 2597.91 813 935 1242.04 1614.86 2382.41 1278.16 3803.5 1645 6893 1563 514.92 598.41 2019.66 2027.02 956.36 2144.9 875.14 638.96 1308.63 1367 1090 4328.04 377.47 545.38 1017.51 2106.68 1392.7 390.15 3185.2 3111.5 1723 6120.07 2226 2232 10436.98 1749.82
"OG1353" "OG1353" "NAALAD2" 8 16.23 66 117 199 59 92 7 2 34 9 24 12.99 31.33 19 54 102 13 7 13 3 3 1 0 2.86 6.72 10 2 29 15.02 10 5 0 12 6 7 10 24 95 40 5 5 2
"OG13530" "OG13530" "TMEM132C" 0 4 5 1 29 41 38 1 0 28 23 0 0.97 2 0 0 0 0 0 0 0 0 0 0 4.51 6.33 7 0 NA 10 2 0 0 5.97 1.52 4 0 3 7 0 0 6 0
"OG13531" "OG13531" "SLC25A41" 8 10 33 26.06 83 2 6 12 0 5 1 0 0 0 0 0 0 1 5 5 4 0 0 0 0 0 1 0 NA 2 0 0 6 4.45 1.71 11.3 5.21 1 3 1 0 1 0
"OG13532" "OG13532" "TMEM136" 13.72 23 53 37 74 1 2 71 15 10 5 10.09 6 26.14 18.02 56 46.03 3 4 3 0 21 7 13 26 61 16 15.38 2 77.38 131.84 67.26 89.61 5.98 4 31.21 29.5 23.58 159.88 36.53 9 51 4
"OG13533" "OG13533" "TMEM102" 113 92.99 7 8 92 39 37 72 13 48 95.06 109.39 71 83.44 212 963.22 678 132 168 196.12 140 290.53 155 201 80 77.46 221 176 263 25 31 39.06 82.12 39.93 12 NA NA NA NA NA 30 37 78
"OG13534" "OG13534" "TMEM132E" 24.02 23 4 7 26 10 3 1 1 50 17 99.01 83.76 112.01 70 380 160 13 20 24 13 64 11 31 1 0 0 4 24 5.82 1 2 3 49.58 10.45 172.42 300.78 159 222 103 37 337 47
"OG13536" "OG13536" "NME9" 8 8 1 2 5 658.57 957.04 0 1 0 2 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 45.01 84.41 72.97 78.45 26.29 7 8.01 8.93 17.74 65.77 35.05 0 0 0
"OG13538" "OG13538" "HEPHL1" 0 3 0 0 0 0 0 1 44 4 8 0 0 0 0 0 0 0 0 1 0 0 0 0 3.11 1.96 0 0 0 1 0 0 9 1 0 0 1 0 10 4 0 3 2
"OG13539" "OG13539" "LRRC75A" 23.44 43.04 3 1 50 3 0 5 1 54.98 32.01 9 13 28 12 44 48 1 9 5 0 4.78 3 6 8.06 5 5 5 164.02 29 31 14 20 2 3 184.6 127.38 245.13 831.19 280.15 4 43 2
"OG1354" "OG1354" "JADE1" 447.9 571.17 96 135 712 271.93 482.18 178.93 84 635.97 632.95 1002.36 633.97 1212.26 1456.94 5366.89 5098.8 292.28 251 367.01 196.42 564.76 117 220.87 115.9 215.43 547.02 256.98 197 268.37 434.01 141 302.88 363.03 330.54 137.38 219 129 569 99 1972 3888.21 1122.99
"OG13540" "OG13540" "OFCC1" 0 1 3.89 9.37 0 0 0 0 0 4 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OG13542" "OG13542" "CFAP65" 3.21 12 0 0 5 0 56 2 0 17 102 2.95 15 0 2.99 0 0.17 2 9 6 1 0 2 0 0 0 10 2 1 3 4 5 58 5 12 16.01 70.16 9 61 2 0 1 0
"OG13544" "OG13544" "OGFOD3" 539.5 648.11 102 127 513 523.75 774.74 390 308.99 269.13 217.22 298.49 86.35 191.27 219.31 886.42 774.63 131.79 151.12 187.27 87.15 229.35 65.17 126.43 122.82 150.31 712.79 143 203.01 206.6 310.97 226.19 433.54 206.23 121.56 NA NA NA NA NA 287 941 219
"OG13547" "OG13547" "AATK" 32.5 53.96 8 8 48 14 12 6 5 67.19 57.03 145.19 68 100.75 105 908 226 24 26 38.03 28 47 25 32 84.93 120.8 146.49 0 NA 81.52 49 62.31 57.42 72.98 51.78 244.94 16 64 420.95 41 20 209.87 31
"OG13549" "OG13549" "ZNF467" 241.99 244.01 7 7 45 14 33 104 72 173.62 154.97 337.83 322 385.46 537.45 3466.8 1358.65 315.43 363.96 903.54 457.56 444 295.75 245.94 120.29 150.05 287 24 27 36 107.02 30.07 36.7 671.08 108.63 11 5.07 5 2 0 881.08 3565.87 665.07
"OG1355" "OG1355" "SLC25A43" 140.08 164.44 30 41 130 56 30 32 153 143.3 122.76 4.08 0 9.62 24.1 26.88 45.31 5.97 4 2 5 5.02 4 2.98 47.07 59.63 252.97 193.86 258.82 11 12 6 17 NA NA NA NA NA NA NA 80 134 60
"OG13550" "OG13550" "SOX2" 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 1 10.83 0 0 0 0 0 0 1 0 1 0 0 0 0
"OG13553" "OG13553" "RAP2B" 153.81 221.04 281 289 998.26 54 16 15 63 221.9 187.35 67.1 50.01 115.1 62.87 199.61 153.15 28 39.13 34.58 29 38 21 35 148.63 557.97 111 0 57.08 118.93 138.5 96.2 483.27 62.81 71.03 84.05 57.93 27 34 32 11 54 18
"OG13554" "OG13554" "ZBTB2" 79 110 24 18 174 162 99 105 35 152 90 143.21 95.99 210.95 137 515 497 31.05 44.75 63.67 23 114 67.01 66 85.02 163.42 330 120 274 56 62 42 91 94.2 65.53 41.29 60.2 136.18 752.28 162.79 134 430 105
"OG13557" "OG13557" "ACBD4" 1528.42 1721.01 554 938.91 3446.73 306 333 766.49 172.95 576.47 1002.4 769.01 376.54 786.07 946.99 5007.02 2266.89 928.06 1125.2 1523.44 731.94 1233.73 467.12 1127.53 554.21 716.82 1931.18 253.78 910.9 979.63 1489.14 935.23 478.27 883.54 115 923.21 344.86 508.89 2417.96 443 704.88 4653.86 547.61
"OG13559" "OG13559" "SGSH" 228.78 296 284.9 419 2142 135 66 475 473.96 382.06 272.36 211.21 135.82 158.24 331.55 1332.67 505.93 68.21 132 118 74 575.8 271.44 305.71 161.56 175.73 468.99 510 NA 34 93.99 116.1 123.91 143.53 40.04 22.77 11 0 3 0 23 127 30
"OG1356" "OG1356" "UBE2A" 203 366.9 43.08 79.65 237.29 692.86 783.76 88 NA 453 336.12 182.04 153 211.78 335 1373.97 1284 290.97 424.02 467.25 394.11 387.03 238 285 225.49 277.77 1267 347 989.4 246.16 435.07 218.65 498.99 302 278 159.2 171.92 285.39 1039.84 473.19 542 1280.5 294
"OG13560" "OG13560" "MAB21L2" 18 15.43 0 0 5 4 7 1 1 3 8 1 4 7.99 1 32 30 10 15 10 5 24 25 27 0 0 1 2 NA 4 4 3 25 6 10 3 2 0 7 3 6 32 10
"OG13561" "OG13561" "FANCB" 1 0 2 0 0 0 0 0 3 4 7 11 4 10.84 10 60 40 22 25 9.99 4 15 1 9 6 5 58 6 18 0 1 0 0 0 0 0 0 0 3 1 11 29 7
"OG13563" "OG13563" "SETD2" 615.05 799.62 774 797 2525.13 1070 1023.97 983 882 721 588.05 920.38 566.28 1411.33 1064.01 3167.01 2790.35 328 396 536.97 257 444.33 243.3 341.92 302.7 436.94 1777.96 1612.98 2166.97 579.37 678 347.68 706.89 1053.27 490.03 302.02 400.63 642 3615.61 705 1300.88 3409.98 732
"OG13564" "OG13564" "TMIE" 41 17.97 0 0 0 0 0 0 0 1 0 113.97 119.39 178.47 127 1293.91 514 4.01 19 20 10 538.42 231.85 259.05 0 0 0 0 2 1 0 3 5 0 0 1 3 1 7 1 19 162 22
"OG13565" "OG13565" "MEX3D" 316.3 185.99 NA NA NA 40 42.24 61 6 69 65.95 85.05 81.01 99.68 53 246 148 23 27 70 27.99 26 11 21 70.02 91.84 126 NA NA 65 70 119.42 178.03 100.92 82.23 231.61 72.99 75 195 49 35 140 50
"OG1357" "OG1357" "FGFR1" 186.99 155.43 151.45 197 789.6 301.9 196.42 101.4 144 709.54 502.96 69.23 287.35 232.92 170.21 1508.09 544.43 131.86 167.5 183.38 153.82 106.02 25 46.99 50.21 40.61 36 382.14 665.02 246.53 227.39 305.06 307.31 225.14 378.44 328.96 453.33 201 782 309.03 60 516.25 72
"OG13570" "OG13570" "GPR135" 12 17 0 1 45 60 135 NA 0 8 15 25 10 29 19 68 55 0 1 0 0 1 0 2 0 1.97 5 NA 0 NA NA NA NA 2 3 13 7 0 10 1 4 5 11
"OG13572" "OG13572" "P2RY13" 21 46 75 96 138 77 11 4 40 42 35.76 59 40 77.05 50 194 98 19 17 13 4 35 14 14 20.31 28.67 79 14 17 10 85 3 95.97 42 3 17.02 47 54 218 139 26 52 15
"OG13573" "OG13573" "TNFSF15" 8.21 8.17 0 4 21 0 0 6 3 154.85 136.06 2.74 1 3.31 0 4 7.43 7 3 9 6.09 6.31 1 3.02 5.33 5.62 26 3 3 28.99 65.43 45.77 104.66 6 0 4 141 0 7 8 2 3 0
"OG13576" "OG13576" "ATG9B" 13.07 90.69 5 1 22 14.54 14.61 NA 0 2.25 1.4 1 10.09 5.09 8.09 9.02 11.26 6 2 1 1 1 1 5 0 4 2 23.97 3.07 0 2 1 3 7.78 10.25 NA NA NA NA NA 1 2 0
"OG13577" "OG13577" "GPR88" 74 140.02 0 1 5 NA NA 0 NA 2 4.04 1 1 0 1 0 0 0 1 1 0 1 1 0 0 0 0 NA 0 12 35 7 3 NA NA 69.99 11.02 64 69 43 11.76 55 9.99
"OG13579" "OG13579" "PLAG1" 9 15 2 10 29 2 0 6 0 10 3.95 2 3 4 6 11 14 3 2 2 1 0 0 0 7.42 14.54 54.06 2 18 11.02 16 6 13 4 1 2 6 6 57.09 8 5 12 3
"OG13580" "OG13580" "YIPF6" 469.99 692.81 580 416 1191 155 308.66 85.92 236 53 69 473.63 317 792.74 689.08 1948.27 2039.46 183.98 218 185 132.84 666.5 155.49 299.1 40 60 149 151 1049 107 155.99 109 137 191.05 108.91 42.23 81 96 303 111 838.79 1709.23 403
"OG13581" "OG13581" "ZBTB20" 19.08 106.82 255 372 4010.92 13 8 258 48 49 37 2462.12 1932.61 5624.21 7140.66 27725.32 16074.67 944.75 985.26 1068.33 657.14 1680.6 945.01 1107.48 31.74 50.89 87 172 166 18 26 41.19 21.99 23.01 12 58 60 190 1110.93 190 1796.98 3934.55 446
"OG13583" "OG13583" "C3orf58" 148 191.05 159 144 609 122 208.29 929.72 123 508.98 315 321.53 325.98 964.87 553.89 1999 2741 60.72 74 60 25.96 824.62 260 503.98 61.19 84.99 822.97 589 473.58 110.33 880.98 309.62 75.94 145 219 174.35 60.35 221 439 250 301 1259.04 326
"OG13584" "OG13584" "C5orf30" 6 7 23 22 132 39 121 54 3 58 29.02 273.02 218 317.55 302 776.02 762 19 23 16 9 122 22.12 54 20.07 29.03 27 12 15 35.06 36 3.99 48.08 43 18 12 25 36 84 21 233 615.37 236
"OG13585" "OG13585" "AMIGO1" 120 75 217 184 1038 11 14 192 42 56 105.4 162.99 130 211.22 272 904.18 980.8 59.23 65.02 88.99 41 155.84 50 71 20 35 35 37 39 36 23 39.28 59 50.43 21 158.1 98.66 252.66 614 126 280.23 655.01 96
"OG13587" "OG13587" "TMEM252" 4 1 0 0 3 0 0 0 0 0 0 10.38 2 19.92 15.5 21 62.19 0 35.74 14 2 25.39 8 11 0 0 2 0 1 0 0 0 1 0 1 0 0 0 0 0 44 116 50
"OG13588" "OG13588" "ODF3L2" 4 6 0 0 3 0 0 0 NA 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 20.57 40.71 169.37 1 NA 0 1.64 2 0 1 3 0 1 1 2 0 0 0 0
"OG13589" "OG13589" "OR5AS1" 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0
"OG1359" "OG1359" "SMC1B" 1 5 3 1 15 0 0 1 93.33 3 3 5 11 4.02 12 15 13 4 7 5 1 14.83 3 3 2 3 25 9 5 4 1 0 3 0 0 0 0 1 1 0 0 0 0
